class,accuracy,aimTime,alpha1,alpha2,alpha3,backwardSpeed,base_capture_points,base_defense_points,base_xp,battles,caliber,damage,damage_blocked,damage_received,direct_hits,distance_traveled,dpm1,dpm2,dpm3,forwardSpeed,frags,gunDepression,gunElevation,hit_rate,hp,intraClipReload,isPrem_False,isPrem_True,life_time,maxAmmo,pen1,pen2,pen3,pen_rate,penetrations,player_winrate,player_wn8,potentialDamage,potential_damage_received,power,reload,shell1_ARMOR_PIERCING,shell1_ARMOR_PIERCING_CR,shell1_HIGH_EXPLOSIVE,shell1_HOLLOW_CHARGE,shell2_ARMOR_PIERCING,shell2_ARMOR_PIERCING_CR,shell2_HIGH_EXPLOSIVE,shell2_HOLLOW_CHARGE,shell3_ARMOR_PIERCING,shell3_HIGH_EXPLOSIVE,shell3_HOLLOW_CHARGE,shellVelocity1,shellVelocity2,shellVelocity3,shots_fired,sniper_damage,specificPower,spots,spotting_assist,survival,tank_id,tier,tracking_assist,traverseSpeed,turretTraverseDispersion,turretTraverseSpeed,vehicleMovementDispersion,vehicleRotationDispersion,viewRange,weight,winrate,winrate_differential,wn8,wnx
MT,0.16279069767441856,0.10169491525423725,0.2381786339754816,0.15711009174311927,0.2041522491349481,0.23728813559322035,0.047854785478547844,0.06521739130434782,0.5066489361702128,0.00031106760080261696,0.35367114788004134,0.181058495821727,0.08395291201982652,0.38315579227696406,0.031649882637995,0.4362089914945322,0.5496122896854425,0.5496122896854425,0.4900551468527212,0.5588235294117647,0.17791411042944785,0.38095238095238093,0.2111111111111111,0.7101203332304844,0.3987341772151899,,0,1,0.5169082125603864,0.015625,0.6542372881355932,0.5572916666666666,0.09668508287292818,0.7801823708206688,0.04019138755980861,0.4302267002518891,0.1956882255389718,0.1550471063257066,0.2360661049902787,0.3029350104821803,0.1046099290780142,1,0,0,0,0,0,0,1,0,1,0,0.4522648083623693,0.5422039859320047,0.48927875243664715,0.018848526387936944,0.19560741249142072,0.2568879208947946,0.2696335078534031,0.2107843137254902,0.2601959444064707,0.9224895881536326,0.7,0.26356589147286824,0.5925925925925926,0.08571428571428572,0.6333333333333333,0.15384615384615388,0.15384615384615388,0.8857142857142857,0.17014100223169,0.3254988913525498,0.3573319216516675,0.2700244840853445,0.10327455919395466
TD,0.18604651162790695,0.10169491525423725,0.1681260945709282,0.11123853211009174,0.17531718569780855,0.2033898305084746,0.12046204620462045,0.11231884057971016,0.2393617021276596,0.0026112223112372142,0.33212685280937604,0.09238625812441968,0.0018587360594795538,0.11151797603195739,0.025895358521995916,0.2762251923855812,0.5034843876333114,0.5034843876333114,0.5777125348171569,0.4852941176470588,0.25153374233128833,0.3333333333333333,0.2777777777777778,0.5359456957729094,0.12025316455696203,,1,0,0.5362318840579711,0.017857142857142856,0.4271186440677966,0.4791666666666667,0.09116022099447514,0.8708814589665653,0.03779904306220096,0.37884130982367736,0.1521558872305141,0.11305518169582772,0.052657161373946854,0.2138364779874214,0.0726950354609929,1,0,0,0,0,0,0,1,0,1,0,0.3679442508710801,0.2924970691676436,0.5487329434697856,0.01970527758738862,0.18943033630748113,0.263760371042304,0.09162303664921465,0.04139433551198257,0.34107997265892004,0.1043498380379454,0.4,0.17054263565891473,0.5185185185185185,0.1142857142857143,0.6333333333333333,0.3076923076923077,0.3076923076923077,0.5428571428571428,0.11772164739298031,0.38891352549889124,0.4870301746956061,0.25043721580972367,0.11823047858942065
HT,0.20930232558139536,0.3220338983050847,0.649737302977233,0.42660550458715596,0.538638985005767,0.13559322033898305,0.12046204620462045,0.03260869565217391,0.5997340425531915,0.11169846368174606,0.6225439503619442,0.4032033426183844,0.3878562577447336,0.7436750998668442,0.02899977284773227,0.3685702713649251,0.5342480418220421,0.5342480418220421,0.4515273333848224,0.3382352941176471,0.23312883435582826,0.3333333333333333,0.2222222222222222,0.8954026535020055,0.7468354430379747,,1,0,0.7004830917874396,0.006696428571428571,0.7830508474576271,0.7317708333333334,0.22099447513812154,0.6499696048632219,0.031220095693779905,0.432241813602015,0.22470978441127695,0.2543741588156124,0.5578418664938432,0.3867924528301887,0.33510638297872336,1,0,0,0,0,0,0,1,0,1,0,0.4425087108013937,0.3552168815943728,0.6530214424951267,0.011823166552433173,0.14207275223061083,0.16002664311980114,0.1858638743455497,0.1835511982570806,0.4342674868990659,0.05020823692734845,0.9,0.3798449612403101,0.18518518518518517,0.14285714285714288,0.3,0.3076923076923077,0.3076923076923077,0.8285714285714286,0.2905761817812944,0.3875831485587585,0.42932768660667014,0.30325288562434416,0.13287153652392947
HT,0.25581395348837205,0.4067796610169491,0.3345008756567426,0.22018348623853212,0.2964244521337947,0.15254237288135594,0.1122112211221122,0.04710144927536233,0.6768617021276596,0.040904483803159586,0.4915546363322992,0.3071030640668524,0.3110285006195787,0.4517310252996005,0.04028166881199364,0.3782908059943297,0.42362545720555955,0.42362545720555955,0.4007711269466775,0.38235294117647056,0.3128834355828221,0.19047619047619047,0.2,0.8912372724467758,0.43037974683544306,,0,1,0.5603864734299517,0.010416666666666666,0.6847457627118644,0.609375,0.1408839779005525,0.740790273556231,0.04712918660287081,0.4926952141057935,0.3648424543946932,0.16150740242261102,0.3869086195722618,0.3553459119496855,0.19326241134751773,0,1,0,0,0,0,0,1,0,1,0,0.6167247386759582,0.3083235638921454,0.5458089668615984,0.02013365318711446,0.10020590253946465,0.13708484711822594,0.27225130890052357,0.1394335511982571,0.3372066529961267,0.6404442387783433,0.7,0.32558139534883723,0.2222222222222222,0.08571428571428572,0.23333333333333334,0.11538461538461538,0.11538461538461538,0.6,0.2900436193954149,0.5223946784922396,0.5267337215457913,0.4179783140958377,0.18860201511335012
LT,0.20930232558139536,0.2033898305084745,0.04115586690017513,0.02809633027522936,0.031141868512110725,0.2033898305084746,0.4752475247524753,0.28623188405797106,0.18617021276595744,0.00031930125884397796,0.13822819717338847,0.06360259981429899,0.006505576208178439,0.07190412782956059,0.07056863784356782,0.27420008100445525,0.1862263559410597,0.1862263559410597,0.17670257699016395,0.4117647058823529,0.45398773006134974,0.5238095238095238,0.2222222222222222,0.7520826905276149,0.0759493670886076,,1,0,0.27053140096618356,0.04017857142857143,0.12203389830508475,0.09114583333333333,0.03591160220994475,0.9190273556231003,0.09641148325358849,0.3622166246851384,0.12313432835820895,0.040376850605652756,0.03580686973428386,0.05660377358490566,0.021276595744680847,1,0,0,0,0,1,0,0,0,1,0,0.3254355400696864,0.36400937866354044,0.48927875243664715,0.049734407128169976,0.027453671928620454,0.21088039432429306,0.225130890052356,0.010348583877995643,0.46525404420141264,0.02059231837112448,0.1,0.031007751937984496,0.5740740740740741,0.20000000000000004,0.48333333333333334,0.34615384615384615,0.34615384615384615,0.3142857142857143,0.03712720632988436,0.38891352549889124,0.5044997353096876,0.4725428471493529,0.30431360201511337
LT,0.17441860465116277,0.10169491525423725,0.049912434325744305,0.0338302752293578,0.03690888119953864,0.288135593220339,0.09735973597359734,0.11231884057971016,0.26861702127659576,0.006207519470542854,0.15977249224405377,0.0584958217270195,0.005266418835192069,0.15878828229027964,0.05444082683425456,0.47590117456460107,0.4854656758941979,0.4854656758941979,0.39697565241625865,0.8823529411764706,0.17177914110429446,0.2857142857142857,0.2777777777777778,0.7317186053687134,0.1518987341772152,,1,0,0.18840579710144928,0.049479166666666664,0.29152542372881357,0.2890625,0.03591160220994475,0.8690577507598785,0.07200956937799043,0.39496221662468495,0.17744610281923714,0.07839838492597577,0.07258587167854828,0.2662473794549266,0.00531914893617021,1,0,0,0,0,1,0,0,0,1,0,0.42160278745644597,0.4654161781946073,0.6237816764132553,0.03735435229609322,0.05216197666437886,0.5910128606082476,0.6465968586387435,0.1655773420479303,0.09774436090225566,0.02961591855622397,0.4,0.046511627906976744,0.5925925925925926,0.1142857142857143,0.7333333333333333,0.11538461538461538,0.11538461538461538,0.6571428571428571,0.07573544329478596,0.3964523281596452,0.479089465325569,0.3802028681357118,0.10469143576826197
MT,0.25581395348837205,0.20096852300242202,0.0893169877408056,0.05963302752293578,0.0853517877739331,0.23728813559322035,0.11881188118811879,0.17753623188405798,0.4734042553191489,7.344422972893974e-05,0.2933471216821785,0.10492107706592387,0.020755885997521685,0.1414780292942743,0.044748996744150824,0.488456865127582,0.33384480882116796,0.33384480882116796,0.36986512005612393,0.8529411764705882,0.47239263803680986,0.2857142857142857,0.24444444444444444,0.7236963900030853,0.12974683544303797,,0,1,0.2028985507246377,0.036458333333333336,0.15932203389830507,0.16145833333333334,0.07734806629834254,0.8919148936170213,0.061961722488038266,0.528463476070529,0.2902155887230514,0.11440107671601615,0.07388204795852236,0.2610062893081761,0.04432624113475177,1,0,0,0,1,0,0,0,0,1,0,0.20418118466898955,0.15474794841735054,0.31968810916179335,0.029557916381082936,0.055593685655456415,0.5095314189017075,0.6727748691099477,0.10076252723311546,0.24470266575529734,0.7663118926422953,0.3,0.16279069767441862,0.48148148148148145,0.17142857142857143,0.5708333333333333,0.3076923076923077,0.3076923076923077,0.42857142857142855,0.08496145262730777,0.49800443458980037,0.4600317628374801,0.3875480937390696,0.33170654911838793
MT,0.13953488372093023,0.13559322033898302,0.06742556917688267,0.04529816513761468,0.04555940023068051,0.23728813559322035,0.1551155115511551,0.13043478260869565,0.40824468085106386,0.005965449924126841,0.21147880041365044,0.12209842154131847,0.04151177199504337,0.23635153129161118,0.06541985310820018,0.4572701498582422,0.541872077860119,0.541872077860119,0.3866618629314248,0.6323529411764706,0.28220858895705525,0.19047619047619047,0.2777777777777778,0.6900647948164147,0.24050632911392406,,1,0,0.43478260869565216,0.05133928571428571,0.4271186440677966,0.3984375,0.052486187845303865,0.8628571428571429,0.08456937799043061,0.37027707808564236,0.148424543946932,0.12314939434724091,0.1325340246273493,0.31341719077568136,0.012411347517730492,1,0,0,0,0,1,0,0,0,1,0,0.5052264808362369,0.5533411488862837,0.7407407407407407,0.04917751884852639,0.11256005490734386,0.412298025957896,0.3036649214659685,0.13344226579520696,0.2724994303941672,0.17769551133734382,0.5,0.10077519379844961,0.7592592592592593,0.1142857142857143,0.7,0.19230769230769232,0.19230769230769232,0.6571428571428571,0.12332623250152161,0.4492239467849222,0.568025410269984,0.31654424623994404,0.13460327455919396
MT,0.20930232558139536,0.22033898305084743,0.25569176882662,0.16857798165137614,0.19838523644752018,0.23728813559322035,0.15346534653465344,0.09782608695652176,0.488031914893617,0.005215693022880512,0.42692175112030334,0.18639740018570103,0.09231722428748451,0.3155792276964048,0.03566290603467858,0.4487646820575132,0.36963110042846686,0.36963110042846686,0.2962793893643297,0.6911764705882353,0.3190184049079755,0.14285714285714285,0.2222222222222222,0.7250848503548287,0.33544303797468356,,1,0,0.5555555555555556,0.017857142857142856,0.5016949152542373,0.4765625,0.12154696132596685,0.8288145896656535,0.04724880382775119,0.37229219143576825,0.1451077943615257,0.19380888290713325,0.19620868438107583,0.31341719077568136,0.15780141843971632,1,0,0,0,0,1,0,0,0,1,0,0.39372822299651566,0.4361078546307151,0.5847953216374269,0.021804318026045235,0.1386410432395333,0.24536056832209815,0.27486910994764396,0.14651416122004357,0.35862383230804284,0.1813975011568718,0.6,0.20155038759689922,0.7592592592592593,0.17142857142857143,0.5666666666666667,0.19230769230769232,0.19230769230769232,0.7142857142857143,0.18162913369851896,0.4252771618625276,0.537321334039174,0.3756558237145855,0.16624685138539042
MT,0.16279069767441856,0.23728813559322032,0.25569176882662,0.16857798165137614,0.22145328719723184,0.288135593220339,0.06765676567656764,0.09782608695652176,0.6409574468085106,0.00899263663961361,0.39675973802137193,0.28342618384401114,0.120817843866171,0.33788282290279625,0.04073597334746725,0.5354394491697043,0.4674469641550841,0.4674469641550841,0.42709846614974173,0.7794117647058824,0.3128834355828221,0.47619047619047616,0.16666666666666666,0.7445232952792348,0.3512658227848101,,0,1,0.5652173913043478,0.014136904761904762,0.7220338983050848,0.5911458333333334,0.11049723756906077,0.8764741641337387,0.05598086124401913,0.5143576826196473,0.3598673300165838,0.15343203230148048,0.22780298120544393,0.33438155136268344,0.13120567375886527,1,0,0,0,0,1,0,0,0,1,0,0.5121951219512195,0.5603751465416178,0.7504873294346979,0.025359835503769704,0.26424159231297184,0.4285379907516228,0.3507853403141361,0.2167755991285403,0.33128275233538396,0.46367422489588156,0.7,0.34108527131782945,0.48148148148148145,0.17142857142857143,0.6,0.19230769230769232,0.19230769230769232,0.7714285714285715,0.12773889227023738,0.558758314855876,0.5473795659078877,0.46344875830710036,0.18765743073047858
LT,0.20930232558139536,0.15254237288135591,0.04115586690017513,0.02809633027522936,0.031141868512110725,0.2033898305084746,0.15181518151815182,0.1992753623188406,0.37632978723404253,0.0011975032255355377,0.13822819717338847,0.06267409470752089,0.006195786864931847,0.12017310252996005,0.06337548269856894,0.3872012960712839,0.22752852674688523,0.22752852674688523,0.20965681662083951,0.5588235294117647,0.23926380368098157,0.42857142857142855,0.2222222222222222,0.6929959888923172,0.12025316455696203,,0,1,0.3333333333333333,0.047619047619047616,0.34576271186440677,0.2838541666666667,0.09668508287292818,0.9567173252279635,0.09078947368421052,0.43526448362720405,0.25290215588723053,0.05518169582772544,0.057679844458846406,0.08280922431865828,0.016666666666666666,1,0,0,0,0,1,0,0,0,1,0,0.7498257839721254,0.6137162954279015,0.5477582846003899,0.04724982864976011,0.06314344543582705,0.4111184142635215,0.39790575916230364,0.10021786492374728,0.2959671907040328,0.8822304488662657,0.3,0.046511627906976744,0.4444444444444444,0.2285714285714286,0.5333333333333333,0.4615384615384615,0.4615384615384615,0.42857142857142855,0.02977277338202475,0.43725055432372506,0.4854420328215987,0.26687653025533403,0.1547544080604534
HT,0.17441860465116277,0.23728813559322032,0.1243432574430823,0.08256880733944955,0.10034602076124567,0.1016949152542373,0.17491749174917492,0.09057971014492755,0.538563829787234,0.0008185902824721065,0.2942088934850052,0.17618384401114207,0.20415117719950435,0.28495339547270304,0.05307791322783373,0.28513568246253546,0.36409435342507357,0.36409435342507357,0.3164113345535941,0.11764705882352941,0.28834355828220865,0.3333333333333333,0.2222222222222222,0.7776920703486577,0.2721518987341772,,0,1,0.5072463768115942,0.028645833333333332,0.5152542372881356,0.5286458333333334,0.07734806629834254,0.9120972644376899,0.07368421052631578,0.43778337531486133,0.25456053067993367,0.13122476446837147,0.23736228127025275,0.29245283018867924,0.06560283687943262,1,0,0,0,0,1,0,0,0,1,0,0.4313588850174216,0.4753810082063306,0.6374269005847953,0.03409869773817683,0.07687028140013727,0.13748637249611823,0.18062827225130887,0.10294117647058823,0.36500341763499666,0.8563165201295696,0.5,0.17054263565891473,0.1111111111111111,0.3285714285714286,0.36666666666666664,0.23076923076923075,0.23076923076923075,0.6571428571428571,0.23919659160073037,0.5472283813747227,0.614081524616199,0.3473242392444911,0.17159949622166246
LT,0.26744186046511625,0.15254237288135591,0.08493870402802102,0.05676605504587156,0.07727797001153403,0.23728813559322035,0.11386138613861384,0.09420289855072465,0.3683510638297872,0.0013985691549055722,0.2933471216821785,0.05362116991643454,0.0021685254027261464,0.14247669773635152,0.03005981676383736,0.4256784123126772,0.29626920263350404,0.29626920263350404,0.3146758220372782,0.7058823529411765,0.09202453987730064,0.38095238095238093,0.2222222222222222,0.73033014501697,0.13924050632911392,,0,1,0.28019323671497587,0.014136904761904762,0.29152542372881357,0.265625,0.07734806629834254,0.8440121580547113,0.0416267942583732,0.41914357682619646,0.25663349917081263,0.02220726783310902,0.06934543097861309,0.16142557651991615,0.04609929078014185,1,0,0,0,0,1,0,0,0,1,0,0.3623693379790941,0.4026963657678781,0.5409356725146199,0.016877998629198077,0.05696636925188744,0.3818046789164739,0.6413612565445026,0.2647058823529412,0.1435406698564593,0.8007866728366497,0.5,0.05426356589147287,0.7592592592592593,0.14285714285714288,0.7666666666666667,0.17307692307692307,0.17307692307692307,0.7142857142857143,0.06592107932643539,0.32904656319290476,0.3732133403917416,0.2416928996152501,0.10091309823677581
LT,0.15116279069767438,0.0847457627118644,0.03677758318739054,0.02522935779816514,0.025374855824682813,0.15254237288135594,0.14686468646864687,0.1630434782608696,0.19547872340425532,0.0005157563397108504,0.13822819717338847,0.025998142989786442,0.0006195786864931846,0.10452729693741677,0.04308321344741425,0.18995544754961524,0.1250914411119239,0.1250914411119239,0.11231506263484389,0.3382352941176471,0.05521472392638039,0.42857142857142855,0.2222222222222222,0.6192533168775068,0.10126582278481013,,0,1,0.18840579710144928,0.04389880952380952,0.2,0.22135416666666666,0.03591160220994475,0.8978723404255319,0.06028708133971291,0.25591939546599485,0.022388059701492536,0.039030955585464336,0.04633830200907323,0.11006289308176101,0.02482269503546099,1,0,0,0,0,1,0,0,0,1,0,0.3672473867595819,0.4079718640093787,0.5477582846003899,0.03294208361891707,0.03225806451612903,0.18344458697493907,0.14136125654450263,0.02178649237472767,0.19662793347003873,0.8933364183248496,0.2,0.031007751937984496,0.48148148148148145,0.17142857142857143,0.5333333333333333,0.42307692307692313,0.42307692307692313,0.42857142857142855,0.0781598701562183,0.22749445676274926,0.4235044997353096,0.14865337530605108,0.05116498740554156
MT,0.15116279069767438,0.15254237288135591,0.2732049036777583,0.18004587155963303,0.23298731257208766,0.2711864406779661,0.09240924092409239,0.09782608695652176,0.5797872340425532,0.010052802449019248,0.4183040330920372,0.29503249767873724,0.05080545229244114,0.3751664447403462,0.040811690770046184,0.47063588497367354,0.5382791413364276,0.5382791413364276,0.47643755760975703,0.47058823529411764,0.343558282208589,0.42857142857142855,0.2222222222222222,0.7477630360999691,0.3987341772151899,,0,1,0.6618357487922706,0.017857142857142856,0.7152542372881356,0.6484375,0.11878453038674033,0.8590881458966565,0.05502392344497608,0.4901763224181358,0.3474295190713101,0.20995962314939434,0.21241088788075177,0.3710691823899371,0.12588652482269502,0,1,0,0,0,0,0,1,0,1,0,0.6167247386759582,0.4138335287221571,0.6968810916179338,0.02527416038382454,0.3260123541523679,0.26559249633202514,0.2225130890052356,0.18736383442265794,0.3932558669400774,0.7704766311892642,0.7,0.3488372093023256,0.48148148148148145,0.14285714285714288,0.65,0.11538461538461538,0.11538461538461538,0.8285714285714286,0.20381923311016434,0.41064301552106425,0.39597670725251455,0.38789786638684853,0.1815176322418136
