accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	base_capture_points	base_defense_points	base_xp	battles	bigImage	big_image	caliber	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	dpm1	dpm2	dpm3	forwardSpeed	frags	gunDepression	gunElevation	hit_rate	hp	image	intraClipReload	isPrem	life_time	maxAmmo	name	nation	pen1	pen2	pen3	pen_rate	penetrations	player_winrate	player_wn8	potentialDamage	potential_damage_received	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	shots_fired	sniper_damage	specificPower	spots	spotting_assist	survival	tank_id	tier	tracking_assist	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight	winrate	winrate_differential	wn8	wnx
0.4	2	55	55	70	18	0.93	0.55	372	7382	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB116_Harry_Hopkins_I.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB116_Harry_Hopkins_I.png	40	LT	413	20	464	9.27	1219	1299.2125984251968	1299.2125984251968	1653.5433070866143	50	0.69	10	20	64.58	520	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB116_Harry_Hopkins_I.png		True	228	140	A25 H.H. I	UK	121	145	45	83.25	7.72	49.67	1303	7700	471	200	2.54	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1341	1341	792	14.36	95	23.781212841854934	1.53	187	22.93	61009	4	10	38	0.16	38	0.3	0.3	320	8410	49.89	0.22	1129	1319
0.37	2.5	150	150	190	12	1.07	0.25	494	5081	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB105_Black_Prince_2019.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB105_Black_Prince_2019.png	76.2	HT	902	659	959	7.91	967	1698.11320754717	1698.11320754717	2150.943396226415	20	0.77	8	20	70.07	1000	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB105_Black_Prince_2019.png		True	264	89	A43 BP	UK	171	239	38	79.58	6.29	49.72	1307	13350	1580	600	5.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	884	1105	884	11.29	115	12.072434607645874	0.7	192	25.96	59217	6	26	20	0.23	28	0.18	0.18	360	49700	52.37	2.65	1359	1426
0.45	2	105	105	150	20	0.7	0.26	366	8603	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB108_A46.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB108_A46.png	76	LT	374	7	531	4.87	1314	1500	1500	2142.8571428571427	60	0.45	9	20	67	580	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB108_A46.png		True	217	50	A46	UK	105	138	38	73.98	3.61	49.35	1312	5250	543	350	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	785	981	785	7.27	86	22.52687133938341	2.46	489	16.24	55377	6	11	55	0.1	52	0.15	0.15	370	15537	47.45	-1.9	1057	977
0.35	1.6	50	50	60	15	0.9	0.45	236	3242	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB127_A7E3.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB127_A7E3.png	40	LT	255	2	417	6.59	732	1000	1000	1200	35	0.39	10	20	59.8	460	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB127_A7E3.png		True	198	130	A7E3	UK	78	121	23	78.41	5.17	46.11	747	6500	401	252	3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	11.02	50	14.038997214484679	0.55	43	18.57	61777	3	8	40	0.12	38	0.28	0.28	320	17950	45.16	-0.95	791	661
0.35	2	320	320	420	22	0.57	0.27	525	61157	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A155_AAT60.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A155_AAT60.png	105	MT	1414	164	1230	6.29	1425	2206.896551724138	2206.896551724138	2896.551724137931	44	0.86	10	20	68.13	1400	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A155_AAT60.png		True	296	60	AAT60	USA	230	285	53	75.22	4.73	50.76	1531	19200	1426	750	8.7	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1150	1000	945	9.23	478	17.554125219426567	0.86	347	27.2	53281	8	49	40	0.1	45	0.12	0.12	390	42725	49.29	-1.47	1475	1489
0.39	2.1	150	150	190	20	1.17	0.26	404	4791	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB35_Sentinel_AC_IV.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB35_Sentinel_AC_IV.png	76.2	MT	719	65	717	6.19	1098	1800	1800	2280	60.4	0.71	10	20	62.03	840	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB35_Sentinel_AC_IV.png		True	275	50	AC 4 Exp.	UK	171	239	38	81.49	5.04	48.85	1146	7500	781	330	5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	884	1105	884	9.98	250	11.702542643356148	0.66	190	26.28	56145	6	27	40	0.12	44	0.2	0.2	360	28199	49.15	0.3	1231	1082
0.38	2.5	400	400	515	12	0.62	0.13	551	296625	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A125_AEP_1.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A125_AEP_1.png	120	HT	1610	935	1736	6.52	1169	2181.8181818181815	2181.8181818181815	2809.090909090909	35	0.66	10	15	75.98	1800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A125_AEP_1.png		True	280	40	AE Phase I	USA	258	340	60	65.72	4.28	49.71	1341	16000	2690	900	11	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1067	1067	1067	8.58	209	16.15798922800718	0.99	311	23.85	61729	9	47	30	0.08	32	0.14	0.14	390	55700	49.82	0.11	1386	1327
0.37	1.8	90	90	125	30	0.68	0.37	317	41622	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB124_AEC_Armoured_Car.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB124_AEC_Armoured_Car.png	57	MT	532	6	589	9.03	1385	1928.5714285714287	1928.5714285714287	2678.571428571429	60	0.73	10	20	64.77	650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB124_AEC_Armoured_Car.png		False	230	80	AEC	UK	121	180	30	76.23	6.88	49.09	1117	7200	563	290	2.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	850	1115	800	13.94	142	21.09090909090909	1.34	198	19.49	20049	5	16	30	0.08	46	0.16	0.16	350	13750	50.29	1.2	1151	1330
0.42	1.8	27	27		30	0.96	1.4	333	857	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F111_AM39_Gendron_Somua.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F111_AM39_Gendron_Somua.png	25	LT	326	25	255	15.19	1572	771.4285714285713	771.4285714285713		50	0.82	12	15	71.83	280	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F111_AM39_Gendron_Somua.png		True	200	300	AM Gendron	France	46	68		79.72	12.11	49.54	1265	8100	276	200	2.1	ARMOR_PIERCING	ARMOR_PIERCING_CR		950	1188		21.15	19	32.78688524590164	1.88	34	22.05	43329	2	4	34	0.1	42	0.1	0.15	280	6100	46.67	-2.87	1502	1645
0.38	2.7	360	360	420	14	0.61	0.23	515	76977	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A149_AMBT.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A149_AMBT.png	105	MT	1382	285	1151	5.45	1318	1800	1800	2100	40	0.9	9	10	73.61	1300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A149_AMBT.png	3	True	283	35	AMBT	USA	215	278	53	77.4	4.22	50.26	1428	12600	1487	650	12	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1278	1492	732	7.4	397	18.19454163750875	0.84	299	24.79	34081	8	45	32	0.16	28	0.2	0.2	380	35725	48.97	-1.29	1488	1393
0.4	1.7	110	110	175	65	0.5	0.19	326	126728	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F109_AMD_Panhard_178B.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F109_AMD_Panhard_178B.png	75	LT	370	0	657	5.23	1715	1571.4285714285713	1571.4285714285713	2500	65	0.45	12	14	64.04	700	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F109_AMD_Panhard_178B.png		False	189	45	AMD 178B	France	120	160	75	75.32	3.94	48.3	993	4950	620	315	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	790	988	790	8.17	51	34.054054054054056	2.15	315	12.7	17985	6	10	34	0.14	50	0.12	0.12	300	9250	49.48	1.18	942	770
0.38	1.8	27	27		20	2.18	0.76	271	1044	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F42_AMR_35.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F42_AMR_35.png	25	LT	300	10	310	15.08	874	952.9411764705883	952.9411764705883		55	0.71	12	15	71.02	360	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F42_AMR_35.png		True	223	155	AMR 35	France	46	68		74.49	11.24	48.51	978	4185	312	80	1.7	ARMOR_PIERCING	ARMOR_PIERCING_CR		950	1188		21.24	35	12.498047180128104	0.66	23	26.34	43841	2	4	35	0.1	30	0.2	0.2	320	6401	42.53	-5.98	1352	1315
0.38	1.8	27	27		20	1.35	1.46	350	316	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F39_AMR_P103.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F39_AMR_P103.png	25	LT	392	29	305	18.82	1075	952.9411764705883	952.9411764705883		45	0.95	12	15	72.05	350	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F39_AMR_P103.png		True	234	160	AMR P.103	France	46	68		78.29	14.73	52.19	1290	4320	329	95	1.7	ARMOR_PIERCING	ARMOR_PIERCING_CR		950	1188		26.12	43	17.92452830188679	1.12	37	29.43	65857	2	5	35	0.1	30	0.2	0.2	320	5300	49.05	-3.14	1690	2120
0.74	5.5	445			14	0.38	0.28	176	3658	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F66_AMX_Ob_Am105.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F66_AMX_Ob_Am105.png	105	SPG	336	5	164	2.09	424	1668.75			60	0.62	1	45	23.98	260	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F66_AMX_Ob_Am105.png		False	317	60	AMX 105 AM	France	30			10.57	0.22	47.66	780	26700	165	250	16	HIGH_EXPLOSIVE			435			8.73	289	16.297262059973924	0.06	11	38.96	14657	4	34	26	0.46	10	0.4	0.4	260	15340	49.32	1.66	1047	1011
0.4	2.3	135	135	175	23	0.65	0.4	414	236944	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F15_AMX_12t.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F15_AMX_12t.png	75	LT	601	5	672	5.71	1578	1178.181818181818	1178.181818181818	1527.2727272727273	60	0.72	6	12	71.47	750	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F15_AMX_12t.png	2.5	False	239	44	AMX 12 t	France	144	202	38	82.81	4.73	49.37	1240	5940	648	330	20	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	8	132	27.82462057335582	2.19	435	21.33	6465	6	20	38	0.14	44	0.16	0.16	360	11860	50.98	1.61	1786	1404
0.42	2.3	390	390	480	22	0.39	0.25	523	594342	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F88_AMX_13_105.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F88_AMX_13_105.png	105	LT	1332	7	1476	4.77	1777	2163.0252100840335	2163.0252100840335	2662.18487394958	68	0.72	8	12	75.99	1600	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F88_AMX_13_105.png	2.727272727272727	False	251	33	AMX 13 105	France	234	280	53	77.25	3.69	52.01	1697	12870	1343	600	27	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1000	800	700	6.28	298	38.21656050955414	2.85	1294	20.88	17217	10	56	40	0.12	38	0.15	0.15	390	15700	49.31	-2.7	1549	1708
0.37	2.3	90	90		23	0.5	0.44	569	152358	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F69_AMX13_57_100.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F69_AMX13_57_100.png	57	LT	829	6	808	11.5	1689	1878.2608695652175	1878.2608695652175		61	0.88	6	12	74.87	890	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100.png	1	True	242	56	AMX 13 57	France	143	195		81.12	9.33	52.27	1724	5040	796	250	16	ARMOR_PIERCING	ARMOR_PIERCING_CR		1141	1463		15.36	172	17.33102253032929	2.92	738	20.91	63809	7	17	48	0.1	45	0.13	0.13	390	14425	52.56	0.29	1723	1695
0.37	2.3	90	90		23	0.5	0.4	549	118572	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F69_AMX13_57_100_GrandFinal.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F69_AMX13_57_100_GrandFinal.png	57	LT	794	6	814	11.07	1651	1878.2608695652175	1878.2608695652175		61	0.83	6	12	74.32	890	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100_GrandFinal.png	1	True	237	56	AMX 13 57F	France	143	195		80.71	8.94	51.65	1623	5040	800	250	16	ARMOR_PIERCING	ARMOR_PIERCING_CR		1141	1463		14.9	160	17.33102253032929	2.82	697	19.78	63297	7	16	48	0.1	45	0.13	0.13	390	14425	51.97	0.32	1700	1588
0.38	2	135	135	175	23	0.52	0.29	433	248136	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F16_AMX_13_75.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F16_AMX_13_75.png	75	LT	621	7	874	6.04	1524	1620	1620	2100	61	0.61	6	9	72.86	950	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F16_AMX_13_75.png	2	False	230	48	AMX 13 75	France	144	202	38	78.79	4.76	49.28	1196	6480	859	400	14	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	8.29	132	26.764804282368686	2.16	526	17.62	5185	7	18	42	0.1	46	0.14	0.14	370	14945	48.63	-0.65	1277	1094
0.38	2.5	240	240	320	23	0.49	0.24	500	296955	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F17_AMX_13_90.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F17_AMX_13_90.png	90	LT	894	6	1279	5.19	1723	1952.5423728813557	1952.5423728813557	2603.3898305084745	68	0.63	6	12	74.94	1400	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F17_AMX_13_90.png	2.5	False	246	40	AMX 13 90	France	205	248	45	78.06	4.05	50.56	1425	9600	1194	470	22	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1163	1320	930	6.92	193	32.20280918122645	2.67	1020	19.54	4929	9	32	40	0.12	46	0.12	0.12	380	14595	49.75	-0.81	1320	1307
0.69	5	445			14	0.32	0.35	211	41175	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F22_AMX_105AM.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F22_AMX_105AM.png	105	SPG	381	1	185	2.71	451	1907.142857142857			60	0.52	4	45	25.08	290	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F22_AMX_105AM.png		False	339	50	AMX 13 AM	France	30			6.25	0.17	47.24	851	22250	188	280	14	HIGH_EXPLOSIVE			435			10.79	339	17.467248908296945	0.04	14	38.11	4161	5	52	30	0.4	22	0.34	0.34	265	16030	47.47	0.23	636	535
0.72	6	630	770	420	14	0.36	0.46	352	123072	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F23_AMX_13F3AM.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F23_AMX_13F3AM.png	155	SPG	629	1	174	1.91	526	1145.4545454545455	1400	763.6363636363636	60	0.63	1	45	27.63	300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F23_AMX_13F3AM.png		False	357	25	AMX 13 F3	France	39	49	194	9.95	0.19	48.72	986	15750	176	280	33	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	HOLLOW_CHARGE	470	503	564	6.92	568	17.25200246457178	0.04	16	43.45	4673	6	21	30	0.4	14	0.3	0.3	270	16230	50.49	1.77	830	782
0.39	2.1	110	110	175	20	0.74	0.27	309	25294	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F124_AMX_13FL11.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F124_AMX_13FL11.png	75	LT	310	11	453	3.74	1199	1100	1100	1750	65	0.41	5	10	64.87	500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F124_AMX_13FL11.png		True	217	56	AMX 13 FL 11	France	108	148	38	77.73	2.91	48.38	1020	6160	451	270	6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	790	988	790	5.77	76	22.594142259414227	1.94	299	17.12	58945	5	14	38	0.14	44	0.18	0.18	360	11950	47.3	-1.08	869	832
0.37	2.3	390	390	480	23	0.52	0.26	519	40449	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F71_AMX_30_prototype.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F71_AMX_30_prototype.png	105	MT	1453	223	1451	5.69	1626	2689.6551724137935	2689.6551724137935	3310.344827586207	65	0.79	8	20	67.33	1650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png		False	291	47	AMX 30	France	248	300	53	71.69	4.08	50.15	1366	18330	1654	720	8.7	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1100	800	700	8.45	477	22.36024844720497	1.17	456	25.71	15681	9	54	36	0.12	44	0.14	0.14	390	32200	50.42	0.27	1356	1301
0.36	2	390	390	480	23	0.37	0.21	485	67998	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F72_AMX_30.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F72_AMX_30.png	105	MT	1506	276	1727	6.06	1518	3000	3000	3692.3076923076924	65	0.64	8	20	68.64	1900	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F72_AMX_30.png		False	277	50	AMX 30 B	France	248	300	53	67.41	4.09	50.39	1351	19500	1942	720	7.8	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1100	800	700	8.83	526	20.168067226890756	1.04	468	22.18	15425	10	67	48	0.04	38	0.12	0.12	410	35700	47.15	-3.24	1125	1075
0.42	2.2	60	60	75	10	1.96	0.53	239	6399	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F13_AMX38.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F13_AMX38.png	47	LT	354	275	318	9.43	796	1161.2903225806451	1161.2903225806451	1451.6129032258066	28	0.69	14	18	63.41	390	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F13_AMX38.png		False	231	210	AMX 38	France	73	120	24	71.01	6.7	46.75	861	12600	596	195	3.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	660	825	660	14.87	31	12.341772151898734	0.58	62	30.19	5953	3	12	36	0.2	28	0.2	0.2	320	15800	49.77	3.02	1531	1359
0.46	2.3	110	110	175	20	1.48	0.25	246	33466	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F14_AMX40.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F14_AMX40.png	75	LT	373	334	351	6.31	886	1064.516129032258	1064.516129032258	1693.5483870967741	35	0.59	7	17	62.95	400	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F14_AMX40.png		False	230	105	AMX 40	France	85	131	38	68.03	4.29	47.15	894	11550	696	280	6.2	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	600	600	600	10.02	42	12.956964368347988	0.78	115	23.66	2881	4	17	40	0.14	26	0.2	0.2	340	21610	48.85	1.7	1660	1013
0.36	2.7	300	300	400	20	0.54	0.17	489	220286	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F08_AMX_50_100.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F08_AMX_50_100.png	100	HT	1218	84	1513	6.17	1265	1945.945945945946	1945.945945945946	2594.5945945945946	55	0.77	9	13	73.67	1600	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F08_AMX_50_100.png	2.5	False	263	60	AMX 50 100	France	232	263	50	71.61	4.41	49.12	1242	18000	1633	920	43	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	8.37	240	18.537175095708243	0.79	189	20.89	3137	8	44	52	0.12	32	0.22	0.22	380	49630	49.16	0.04	1292	1248
0.35	2.7	400	400	515	20	0.5	0.18	519	201174	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F09_AMX_50_120.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F09_AMX_50_120.png	120	HT	1600	146	1756	6.45	1281	2258.823529411765	2258.823529411765	2908.2352941176473	65	0.8	9	11	75.8	1850	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F09_AMX_50_120.png	2.5	False	271	40	AMX 50 120	France	257	325	65	72.1	4.65	49.71	1356	16000	1937	1110	35	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	8.51	346	18.589850946240162	0.8	209	22.42	3905	9	58	42	0.12	32	0.2	0.2	390	59710	49.27	-0.44	1462	1351
0.35	2.5	400	400	515	20	0.4	0.22	544	1478097	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F10_AMX_50B.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F10_AMX_50B.png	120	HT	2144	271	2000	7.7	1468	2560	2560	3296	65	0.89	10	12	77.96	2100	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F10_AMX_50B.png	2.5	False	283	56	AMX 50 B	France	257	325	65	73.55	5.66	51.77	1670	22400	2246	1300	30	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	9.87	560	20.998223227265385	0.84	275	24.86	6209	10	86	42	0.1	36	0.17	0.17	400	61910	49.77	-2	1661	1521
0.36	2.3	420	420	530	15	0.79	0.11	454	96495	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F81_Char_de_65t.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F81_Char_de_65t.png	120	HT	990	502	1596	5.01	1070	1953.4883720930234	1953.4883720930234	2465.1162790697676	35	0.5	8	13	72.62	1700	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F81_Char_de_65t.png		False	267	40	AMX 65 t	France	225	252	65	61.79	3.1	47.81	1041	16800	2153	1200	12.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	6.9	147	18.547140649149924	0.72	210	20.96	16449	8	38	30	0.12	26	0.18	0.18	380	64700	47.42	-0.39	1056	946
0.37	2.6	300	300	400	12	0.86	0.29	418	53155	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F35_AMX_AC_Mle1946.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F35_AMX_AC_Mle1946.png	100	TD	936	355	800	4.7	1089	1588.235294117647	1588.235294117647	2117.6470588235293	50	0.78	10	15	66.09	950	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F35_AMX_AC_Mle1946.png	3	False	295	72	AMX AC 46	France	232	263	50	78.97	3.71	49	1122	21600	1172	930	28	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	7.12	360	18.52589641434263	0.46	140	28.27	10817	7	29	40	0.12	26	0.2	0.2	350	50200	50.17	1.17	1283	1276
0.36	2.6	400	400	515	15	0.76	0.21	453	102794	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F36_AMX_AC_Mle1948.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F36_AMX_AC_Mle1948.png	120	TD	1166	410	1106	4.71	1170	1846.1538461538464	1846.1538461538464	2376.923076923077	50	0.76	6	18	67.56	1300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F36_AMX_AC_Mle1948.png	2.5	False	307	66	AMX AC 48	France	257	325	65	74.56	3.51	49.42	1186	26400	1566	930	34	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	6.96	467	18.4964200477327	0.46	189	28.23	12097	8	38	44	0.1	26	0.17	0.17	370	50280	48.3	-1.12	1202	1183
