accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	bigImage	caliber	class	dpm1	dpm2	dpm3	forwardSpeed	gunDepression	gunElevation	hp	image	intraClipReload	isPrem	maxAmmo	name	nation	pen1	pen2	pen3	potentialDamage	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	specificPower	tank_id	tier	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight
0.3	1.3	250	250	420	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz20_ShPTK_TVP_100_mm.png	100	TD	2777.777777777778	2777.777777777778	4666.666666666666	55	6	20	1150	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz20_ShPTK_TVP_100_mm.png		True	66	ShPTK-TVP	Czech	270	330	100	16500	700	5.4	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	897	795	900	22.06461780929866	60529	8	42	0.08	32	0.14	0.14	370	31725
0.3	1.3	250	250	420	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz20_ShPTK_TVP_100_mm_CO.png	100	TD	2777.777777777778	2777.777777777778	4666.666666666666	55	6	20	1150	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz20_ShPTK_TVP_100_mm_CO.png		True	66	โซเทค	Czech	270	330	100	16500	700	5.4	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	897	795	900	22.06461780929866	60273	8	42	0.08	32	0.14	0.14	370	31725
0.33	1.7	400	400	515	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB13_FV215b.png	120	HT	2758.6206896551726	2758.6206896551726	3551.724137931035	34.3	7	15	2500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB13_FV215b.png		True	35	FV215b	UK	259	326	120	14000	950	8.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	13.629842180774748	6225	10	38	0.08	34	0.1	0.1	410	69700
0.36	2.3	390	390	510	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl21_CS_63_OSP3.png	105	MT	2752.9411764705883	2752.9411764705883	3600	55	8	20	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl21_CS_63_OSP3.png		True	50	Hurricane	Poland	258	315	53	19500	740	8.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1241	1410	1025	18.249075215782984	52625	10	48	0.06	50	0.12	0.12	400	40550
0.36	2.3	390	390	510	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl21_CS_63.png	105	MT	2752.9411764705883	2752.9411764705883	3600	55	8	20	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl21_CS_63.png		False	50	CS-63	Poland	258	315	53	19500	740	8.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1241	1410	1025	18.249075215782984	5265	10	48	0.06	50	0.12	0.12	400	40550
0.36	2.5	700	700	900	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J35_Ho_Ri_3.png	149	TD	2745.098039215686	2745.098039215686	3529.411764705882	35	7	15	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J35_Ho_Ri_3.png		False	40	Ho-Ri 3	Japan	305	360	90	28000	1000	15.3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	980	1150	900	15.313935681470138	8289	10	36	0.1	28	0.14	0.14	380	65300
0.55	2.5	410	350		18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A05_M4_Sherman.png	105	MT	2733.3333333333335	2333.3333333333335		48	12	25	650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A05_M4_Sherman.png		False	70	M4 Sherman	USA	53	102		28700	500	9	HIGH_EXPLOSIVE	HOLLOW_CHARGE		472	381		16.202203499675957	1057	5	50	0.16	37	0.18	0.18	370	30860
0.35	2	410	410	520	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A182_T803.png	120	HT	2733.3333333333335	2733.3333333333335	3466.666666666667	37	10	20	2350	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A182_T803.png		False	46	T803	USA	262	340	60	18860	1030	9	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1100	1100	1100	17.252931323283082	69153	11	30	0.06	32	0.145	0.145	400	59700
0.35	2	400	400	515	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A69_T110E5.png	120	HT	2727.272727272727	2727.272727272727	3511.363636363636	37	8	15	2200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A69_T110E5.png		False	42	T110E5	USA	258	340	60	16800	875	8.8	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1067	1067	1067	16.36737747848859	10785	10	30	0.06	32	0.14	0.14	400	53460
0.33	2.5	750	750	1100	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R88_Object268.png	152	TD	2727.272727272727	2727.272727272727	4000	48	6	15	1950	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R88_Object268.png		False	35	Obj. 268	USSR	303	395	90	26250	950	16.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	950	760	760	18.747286576942813	13569	10	33	0.08	26	0.18	0.18	370	50674
0.22	2	400	400	515	16	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J40_Type_71.png	120	HT	2727.272727272727	2727.272727272727	3511.363636363636	40	7	20	2200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J40_Type_71.png		False	45	Type 71	Japan	260	320	60	18000	1050	8.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1050	1380	1050	17.587939698492463	8545	10	30	0.1	35	0.14	0.14	400	59700
0.36	2.5	750	750	1100	16	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch38_WZ113G_FT.png	152	TD	2727.272727272727	2727.272727272727	4000	40	6	15	2100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch38_WZ113G_FT.png		False	35	WZ-113G FT	China	290	395	90	26250	830	16.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	960	760	760	15.173674588665447	8497	10	30	0.06	26	0.19	0.19	390	54700
0.4	2.6	390	390	530	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R183_K_91_PT.png	122	TD	2720.9302325581393	2720.9302325581393	3697.6744186046512	52	5.5	15	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R183_K_91_PT.png		True	30	K-91-PT	USSR	258	315	68	11700	800	8.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	862	1147	862	20.191822311963655	32769	9	45	0.08	26	0.16	0.16	390	39620
0.29	1.7	420	420	510	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G89_Leopard1.png	105	MT	2709.6774193548385	2709.6774193548385	3290.322580645161	70	9	20	1850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G89_Leopard1.png		False	60	Leopard 1	Germany	278	323	105	25200	830	9.3	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1480	1613	1173	20.906801007556677	14609	10	50	0.07	40	0.13	0.13	410	39700
0.32	2	650	650	840	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch44_114_SP2.png	152	TD	2708.3333333333335	2708.3333333333335	3500.0000000000005	45	7	20	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch44_114_SP2.png		True	35	114 SP2	China	273	329	90	22750	980	14.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1050	1250	760	15.629984051036683	60977	10	30	0.12	18	0.2	0.2	390	62700
0.3	1.5	135	135	175	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G48_E-25.png	75	TD	2700	2700	3500	65	8	15	830	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G48_E-25.png		True	60	E 25	Germany	150	194	38	8100	700	3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	925	26.897214217098945	55569	7	44	0.08	44	0.18	0.18	360	26025
0.37	2.9	440	440	530	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch39_WZ120_1G_FT.png	122	TD	2693.877551020408	2693.877551020408	3244.8979591836733	50	6	15	1100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch39_WZ120_1G_FT.png		True	35	WZ-120-1 FT	China	248	310	61	15400	580	9.8	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1000	1000	1000	16.23512946116165	63281	8	42	0.16	44	0.2	0.2	380	35725
0.38	2.9	700	700	700	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl30_SDP_Wz58T.png	100	TD	2692.3076923076924	2692.3076923076924	2692.3076923076924	40	7	15	1450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl30_SDP_Wz58T.png		False	45	Kilana	Poland	269	302	80	31500	650	15.6	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1420	1670	835	14.5413870246085	7313	8	25	0.12	26	0.22	0.22	350	44700
0.35	2.7	400	400	515	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A150_MBT_B.png	120	HT	2691.530081460399	2691.530081460399	3465.3449798802635	50	10	20	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A150_MBT_B.png	3.500583430571762	True	60	MBT-B	USA	260	305	60	24000	740	45	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	960	1130	960	16.55480984340045	33825	10	40	0.06	40	0.25	0.25	400	44700
0.37	2.3	390	390	480	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F71_AMX_30_prototype.png	105	MT	2689.6551724137935	2689.6551724137935	3310.344827586207	65	8	20	1650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png		False	47	AMX 30	France	248	300	53	18330	720	8.7	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1100	800	700	22.36024844720497	15681	9	36	0.12	44	0.14	0.14	390	32200
0.38	2.5	390	390	510	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl22_CS_59.png	105	MT	2659.090909090909	2659.090909090909	3477.272727272727	50	9	20	1850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl22_CS_59.png		False	40	CS-59	Poland	252	293	53	15600	700	8.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1050	1360	1025	18.134715025906736	8081	9	45	0.1	47	0.15	0.15	390	38600
0.33	1.6	390	390	480	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A92_M60.png	105	MT	2659.090909090909	2659.090909090909	3272.7272727272725	60	9	19	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A92_M60.png		True	57	M60	USA	268	350	53	22230	950	8.8	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1478	1173	1173	20.66744985424009	15905	10	52	0.08	42	0.1	0.1	420	45966
0.4	2	16	13	28	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz28_LPT_67_Selma.png	57	LT	2653.9956803455725	2156.371490280778	4644.492440604752	62	7	20	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz28_LPT_67_Selma.png	0.05	False	1024	Šelma	Czech	186	239	50	16384	600	20	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	800	1000	720	30.456852791878173	6257	9	45	0.08	55	0.12	0.12	380	19700
0.4	3	420	420	530	45	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S33_Latt_Stridsfordon_120.png	120	TD	2652.6315789473683	2652.6315789473683	3347.3684210526317	50	10	12	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S33_Latt_Stridsfordon_120.png		True	40	Lätt Strf 120	Sweden	290	330	60	16800	340	9.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1350	1100	1100	17.258883248730964	51329	9	30	0.1	16	0.4	0.1	360	19700
0.35	2.3	410	410	510	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F135_AS_XX_40_t.png	118	MT	2650.941281936351	2650.941281936351	3297.512326311071	66	8	11	1900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F135_AS_XX_40_t.png	2.5996533795493937	False	60	AS-XX 40 t	France	263	335	59	24600	1230	36	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1000	800	800	30.9823677581864	33089	11	32	0.133	44	0.189	0.189	400	39700
0.35	2	530	530	640	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz17_Vz_55.png	130	HT	2650	2650	3200	50	8	15	2100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz17_Vz_55.png		False	40	Vz. 55	Czech	260	315	68	21200	850	12	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	980	1125	863	15.567765567765568	2929	10	30	0.08	25	0.16	0.16	390	54600
0.38	2.5	750	750	950	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G97_Waffentrager_IV.png	150	TD	2647.0588235294117	2647.0588235294117	3352.9411764705883	38	5	24	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G97_Waffentrager_IV.png		False	30	WT auf Pz. IV	Germany	246	334	85	22500	440	17	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	757	606	757	17.57890531362365	16401	9	42	0.16	18	0.2	0.2	370	25030
0.735	5.1	410	350	350	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F28_105_leFH18B2.png	105	SPG	2645.1612903225805	2258.064516129032	2258.064516129032	28	4	45	340	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F28_105_leFH18B2.png		True	50	leFH18B2	France	53	104	64	20500	307	9.3	HIGH_EXPLOSIVE	HOLLOW_CHARGE	ARMOR_PIERCING	410	410	410	9.522332506203474	2113	5	22	0.32	22	0.24	0.24	390	32240
0.37	2.8	440	440	530	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch22_113.png	122	HT	2640	2640	3180	50	7	18	2300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch22_113.png		False	34	113	China	249	340	68	14960	750	10	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	950	950	950	16.778523489932887	5425	10	36	0.08	26	0.18	0.18	400	44700
0.33	2	440	440	540	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB147_FV4025_Contriver.png	114.3	HT	2640	2640	3240	34	10	20	2400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB147_FV4025_Contriver.png		False	70	Contriver	UK	265	323	57	30800	1330	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1050	1250	1150	13.340020060180542	23889	11	20	0.11	30	0.155	0.155	390	99700
0.37	2.8	440	440	530	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch22_113_Beijing_Opera.png	122	HT	2640	2640	3180	50	7	18	2300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch22_113_Beijing_Opera.png		True	34	113 BO	China	249	340	68	14960	750	10	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	950	950	950	16.778523489932887	62513	10	36	0.08	26	0.18	0.18	400	44700
0.38	2.1	400	400	515	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A39_T28.png	120	TD	2637.3626373626375	2637.3626373626375	3395.604395604396	22	5	20	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A39_T28.png		False	40	T28	USA	248	297	60	16000	780	9.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	13.074305637037162	8225	8	24	0.08	26	0.19	0.19	360	59659
0.38	2.1	360	360	440	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J14_Type_61.png	105	MT	2634.146341463415	2634.146341463415	3219.512195121951	45	10	13	1800	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J14_Type_61.png		False	50	Type 61	Japan	258	330	53	18000	770	8.2	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1185	950	950	22.19020172910663	3425	9	55	0.1	42	0.1	0.1	400	34700
0.36	2.7	750	750	950	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R53_Object_704.png	152	TD	2631.578947368421	2631.578947368421	3333.333333333333	40	6	18	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R53_Object_704.png		False	30	Obj. 704	USSR	286	329	90	22500	800	17.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	880	1100	880	16.52892561983471	8193	9	28	0.08	26	0.19	0.19	360	48400
0.39	2.5	490	490	640	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch41_WZ_111_5A.png	130	HT	2625.0000000000005	2625.0000000000005	3428.571428571429	50	7	23	2200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_5A.png		False	40	WZ-111 5A	China	250	340	65	19600	850	11.2	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	930	930	930	17.10261569416499	6193	10	36	0.08	26	0.18	0.18	400	49700
0.39	2.5	490	490	640	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch41_WZ_111_QL.png	130	HT	2625.0000000000005	2625.0000000000005	3428.571428571429	50	7	23	2200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_QL.png		True	40	WZ-111 QL	China	250	340	65	19600	850	11.2	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	930	930	930	17.10261569416499	62257	10	36	0.08	26	0.18	0.18	400	49700
0.55	2.3	350	350	410	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G81_Pz_IV_AusfH.png	105	MT	2625	2625	3075	40	10	20	700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH.png		False	70	Pz. IV H	Germany	64	104	53	24500	480	8	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	470	376	470	18.87534408179316	18193	5	43	0.16	44	0.2	0.2	350	25430
0.35	2.1	320	320	420	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz04_T50_51.png	100	MT	2603.3898305084745	2603.3898305084745	3416.9491525423728	60	8	20	1850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz04_T50_51.png	1.5	False	48	TVP T 50/51	Czech	248	310	50	15360	1120	25	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1400	900	900	28.211586901763223	2417	10	54	0.1	36	0.18	0.18	410	39700
0.38	2.2	360	360	460	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A176_M103_110.png	110	HT	2602.4096385542166	2602.4096385542166	3325.301204819277	34	8	15	1950	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A176_M103_110.png		True	55	M103M	USA	258	320	53	19800	900	8.3	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1250	1050	1050	16.387771081046633	66081	9	27	0.1	26	0.22	0.22	390	54919
0.38	2.2	360	360	460	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A176_M103_110_CFE_R.png	110	HT	2602.4096385542166	2602.4096385542166	3325.301204819277	34	8	15	1950	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A176_M103_110_CFE_R.png		True	55	Rambo	USA	258	320	53	19800	900	8.3	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1250	1050	1050	16.387771081046633	66849	9	27	0.1	26	0.22	0.22	390	54919
0.36	1.9	390	390	480	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A63_M46_Patton.png	105	MT	2600	2600	3200	48	10	22	1800	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A63_M46_Patton.png		False	54	M46 Patton	USA	231	265	53	21060	900	9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	21.02852870394168	8993	9	57	0.08	40	0.08	0.08	410	42799
0.4	2.5	440	440	530	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S16_Kranvagn.png	120	HT	2596.7603305785124	2596.7603305785124	3127.915852742299	45	12	10	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S16_Kranvagn.png	2.749770852428964	False	48	Kranvagn	Sweden	265	310	60	21120	810	25	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1150	960	960	18.202247191011235	2433	10	30	0.18	28	0.2	0.2	390	44500
0.33	1.7	410	410	525	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G162_Project_Kpz_07P_E.png	120	HT	2589.4736842105262	2589.4736842105262	3315.7894736842104	50	8	20	2200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G162_Project_Kpz_07P_E.png		True	45	Kpz. 07 P(E)	Germany	270	320	110	18450	960	9.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1334	960	960	16.93121693121693	22801	10	34	0.1	36	0.15	0.15	410	56700
0.4	2.3	440	440	530	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R148_Object_430_U.png	122	MT	2588.2352941176473	2588.2352941176473	3117.6470588235297	50	5	18	2000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R148_Object_430_U.png		False	50	Obj. 430U	USSR	252	340	68	22000	640	10.2	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	940	920	940	15.347721822541967	19969	10	52	0.12	38	0.16	0.16	400	41700
0.34	2.1	280	280	370	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB11_Caernarvon.png	94	HT	2584.6153846153843	2584.6153846153843	3415.3846153846152	34.3	10	18	1750	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB11_Caernarvon.png		False	50	Caernarvon	UK	220	252	47	14000	900	6.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	878	1098	878	14.651776120860873	3921	8	30	0.12	30	0.16	0.16	400	61426
0.36	2.5	360	360	420	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R121_KV4_KTT.png	107	TD	2571.428571428571	2571.428571428571	3000	35	5	20	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R121_KV4_KTT.png		True	90	KV-4 KTTS	USSR	227	289	62	32400	1200	8.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1043	1304	1043	12.033091000250689	62209	8	24	0.12	24	0.22	0.22	350	99725
0.35	2.5	400	400	515	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F10_AMX_50B.png	120	HT	2560	2560	3296	65	10	12	2100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F10_AMX_50B.png	2.5	False	56	AMX 50 B	France	257	325	65	22400	1300	30	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	20.998223227265385	6209	10	42	0.1	36	0.17	0.17	400	61910
0.38	2.1	320	320	420	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R120_T22SR_A22.png	100	MT	2560	2560	3360	55	5	16	1900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R120_T22SR_A22.png		True	50	T-22 med.	USSR	264	330	50	16000	750	7.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1535	900	900	21.008403361344538	61697	10	40	0.12	40	0.12	0.12	400	35700
0.38	3.1	750	750	950	13	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R47_ISU-152.png	152	TD	2556.8181818181815	2556.8181818181815	3238.6363636363635	43	6	18	1250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R47_ISU-152.png		False	20	ISU-152	USSR	260	292	90	15000	780	17.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	850	1050	850	15.947658965446738	7425	8	30	0.08	26	0.2	0.2	350	48910
0.35	2.5	410	410	520	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F136_AMX_67_Imbattable.png	120	HT	2555.844155844156	2555.844155844156	3241.5584415584417	65	9	12	2300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F136_AMX_67_Imbattable.png	2.5	False	56	Imbattable	France	263	328	65	22960	1420	31	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1100	1400	1100	21.28935532233883	33345	11	42	0.1	38	0.17	0.17	400	66700
